Type,Продукт,Калорийность,Белки,Жиры,Углеводы
Ашан,Булочка Пряный Аромат [Ашан],216 кКал,"7,8 г","0,9 г","43,3 г"
Ашан,Булочка Пшенично-Ржаная [Ашан],223 кКал,"7,5 г",1 г,46 г
Ашан,Булочка Ржано-Пшеничная [Ашан],204 кКал,"6,8 г","1,2 г",40 г
Ашан,Булочка с Изюмом [Ашан],263 кКал,"7,5 г","2,9 г","50,5 г"
Ашан,Булочка с Кунжутом [Ашан],267 кКал,"8,2 г","0,9 г","54,9 г"
Ашан,Булочка с Луком [Ашан],267 кКал,"8,2 г","0,9 г","54,9 г"
Ашан,Булочка с Семгой [Ашан],180 кКал,"10,3 г","13,8 г","23,1 г"
Ашан,Булочка с Солодом и Кориандром [Ашан],249 кКал,"6,1 г","1,1 г",43 г
Ашан,Булочка с Сыром [Ашан],249 кКал,"4,7 г","14,5 г","20,2 г"
Ашан,Булочка Техас [Ашан],416 кКал,"8,4 г","16,2 г",59 г
Ашан,Булочное Изделие Кукурузное [Ашан],273 кКал,11 г,"4,8 г","46,4 г"
Ашан,Бургер Говяжий [Ашан],300 кКал,10 г,29 г,0 г
Ашан,Бургер из Телятины [Ашан],89 кКал,16 г,3 г,0 г
Ашан,Бурек с Брокколи [Ашан],230 кКал,8 г,11 г,31 г
Ашан,Бурек с Яблочной Начинкой [Ашан],290 кКал,6 г,9 г,45 г
Ашан,Буреки Курица с Паприкой [Ашан],249 кКал,"7,8 г","1,3 г","51,1 г"
Ашан,Бурый Рис [Ашан],340 кКал,"7,5 г",2 г,73 г
Ашан,Бутерброд с Курицей [Ашан],130 кКал,"8,5 г","7,5 г",9 г
Ашан,Ванильный Соевый Био Напиток [Ашан],61 кКал,"3,7 г",2 г,"6,8 г"
Ашан,Вареники с Картофелем и Грибами [Ашан],170 кКал,"5,5 г","3,5 г",28 г
Ашан,Вареники с Картошкой [Ашан],174 кКал,"1,7 г","3,3 г","26,9 г"
Ашан,Вареники с Творогом [Ашан],220 кКал,12 г,5 г,31 г
Ашан,Варенье из Апельсинов [Ашан],238 кКал,"0,4 г","0,1 г","57,7 г"
Ашан,Варенье Клубничное [Ашан],234 кКал,"0,7 г","0,2 г","56,5 г"
Ашан,Ватрушка с Картофелем [Ашан],234 кКал,"8,2 г","7,3 г","34,2 г"
Ашан,Ватрушка с Творогом [Ашан],266 кКал,"9,4 г","8,1 г",39 г
Ашан,Ватрушка с Яблоками [Ашан],200 кКал,"6,7 г","8,5 г","17,5 г"
Ашан,Вафельные Криспы [Ашан],338 кКал,"8,1 г",15 г,"71,3 г"
Ашан,Вафельные Листы [Ашан],288 кКал,"10,4 г","1,4 г","66,4 г"
Ашан,Вафли Вафи-Дафи [Ашан],520 кКал,"5,2 г",41 г,36 г
Ашан,Вафли Голанские [Ашан],465 кКал,5 г,19 г,68 г
Ашан,Вафли Медовые Био [Ашан],463 кКал,"4,5 г","20,5 г","64,5 г"
Ашан,Вегетарианские Равиоли [Ашан],89 кКал,"2,9 г","2,9 г","11,6 г"
Ашан,Вертут Шоколадно-Сливочный [Ашан],320 кКал,5 г,14 г,45 г
Ашан,Весенняя Смесь [Ашан],45 кКал,"3,2 г",0 г,8 г
Ашан,Ветчина для Завтрака [Ашан],183 кКал,12 г,15 г,0 г
Ашан,Ветчина из Курицы [Ашан],122 кКал,12 г,6 г,5 г
Ашан,Ветчина Куриная [Ашан],143 кКал,17 г,10 г,0 г
Ашан,Ветчина с Сырной Начинкой [Ашан],260 кКал,"19,4 г","19,1 г","2,6 г"
Ашан,Винегрет [Ашан],46 кКал,"1,4 г","0,1 г","9,9 г"
Ашан,Винегрет Овощной [Ашан],149 кКал,"2,1 г","10,3 г","10,4 г"
Ашан,Вишня Сушеная [Ашан],165 кКал,"0,2 г","0,2 г",42 г
Ашан,Вобла Вяленая [Ашан],204 кКал,33 г,8 г,0 г
