Type,Продукт,Калорийность,Белки,Жиры,Углеводы
Макдоналдс_(McDonalds),Карри Снек Ролл [Макдоналдс],350 кКал,12 г,16 г,41 г
Макдоналдс_(McDonalds),Картофель по-Деревенски [Макдоналдс],243 кКал,"3,4 г",11 г,31 г
Макдоналдс_(McDonalds),Картофель по-деревенски McDonalds [Макдоналдс],330 кКал,4 г,15 г,42 г
Макдоналдс_(McDonalds),Картофель фри (большая порция) [Макдоналдс],505 кКал,8 г,26 г,66 г
Макдоналдс_(McDonalds),Картофель Фри (Большой) [Макдоналдс],434 кКал,"5,2 г",21 г,54 г
Макдоналдс_(McDonalds),Картофель Фри (Детская Порция) [Макдоналдс],240 кКал,3 г,12 г,29 г
Макдоналдс_(McDonalds),Картофель фри (маленькая порция) [Макдоналдс],235 кКал,3 г,12 г,29 г
Макдоналдс_(McDonalds),Картофель Фри (Маленькая) [Макдоналдс],231 кКал,"2,8 г",11 г,29 г
Макдоналдс_(McDonalds),Картофель фри (стандартная порция) [Макдоналдс],340 кКал,5 г,17 г,42 г
Макдоналдс_(McDonalds),Картофель Фри (Стандартный) [Макдоналдс],330 кКал,"3,9 г",16 г,41 г
Макдоналдс_(McDonalds),Картофель фри McDonalds (большая порция) [Макдоналдс],445 кКал,5 г,22 г,54 г
Макдоналдс_(McDonalds),Картофель фри McDonalds (маленькая порция) [Макдоналдс],240 кКал,3 г,12 г,29 г
Макдоналдс_(McDonalds),Картофель фри McDonalds (средняя порция) [Макдоналдс],340 кКал,5 г,17 г,42 г
Макдоналдс_(McDonalds),Картофель Фри Маленький [Макдоналдс],240 кКал,3 г,12 г,29 г
Макдоналдс_(McDonalds),Картофельные Дипы [Макдоналдс],361 кКал,5 г,17 г,44 г
Макдоналдс_(McDonalds),Картофельный Оладушек [Макдоналдс],132 кКал,"1,3 г","7,7 г",14 г
Макдоналдс_(McDonalds),Картошка по-Бельгийски [Макдоналдс],204 кКал,"1,8 г",14 г,18 г
