Type,Продукт,Калорийность,Белки,Жиры,Углеводы
Овощи_и_зелень,"Кабачок желтый консервированный, без соли",13 кКал,"0,61 г","0,07 г","1,56 г"
Овощи_и_зелень,"Кабачок желтый, замороженный",20 кКал,"0,83 г","0,14 г","3,6 г"
Овощи_и_зелень,"Кабачок желтый, замороженный, вареный, без соли",25 кКал,"1,28 г","0,2 г","4,14 г"
Овощи_и_зелень,"Кабачок желтый, замороженный, вареный, с солью",25 кКал,"1,28 г","0,2 г","4,14 г"
Овощи_и_зелень,"Кабачок, все сорта",16 кКал,"1,21 г","0,18 г","2,25 г"
Овощи_и_зелень,"Кабачок, все сорта, вареный, без соли",20 кКал,"0,91 г","0,31 г","2,91 г"
Овощи_и_зелень,"Кабачок, все сорта, вареный, с солью",20 кКал,"0,91 г","0,31 г","2,91 г"
Овощи_и_зелень,"Кале (кудрявая капуста, браунколь)",35 кКал,"2,92 г","1,49 г","0,32 г"
Овощи_и_зелень,"Кале (кудрявая капуста, браунколь), вареная, без соли",36 кКал,"2,94 г","1,21 г","1,3 г"
Овощи_и_зелень,"Кале (кудрявая капуста, браунколь), вареная, замороженная, без соли",36 кКал,"2,94 г","1,21 г",3 г
Овощи_и_зелень,"Кале (кудрявая капуста, браунколь), замороженная, неприготовленная",28 кКал,"2,66 г","0,46 г","2,88 г"
Овощи_и_зелень,"Кале, вареная, с солью",44 кКал,"2,94 г","1,21 г",3 г
Овощи_и_зелень,"Кале, замороженная, вареная с солью",36 кКал,"2,94 г","1,21 г",3 г
Овощи_и_зелень,"Каперсы, консервированные",23 кКал,"2,36 г","0,86 г","1,69 г"
Овощи_и_зелень,Капуста белокочанная,25 кКал,"1,28 г","0,1 г","3,3 г"
Овощи_и_зелень,Капуста белокочанная,28 кКал,"1,8 г","0,2 г","4,7 г"
Овощи_и_зелень,"Капуста белокочанная (датская, домашняя и сорта конической формы), прошлогодняя",24 кКал,"1,21 г","0,18 г","3,07 г"
Овощи_и_зелень,"Капуста белокочанная (датская, домашняя и сорта конической формы), урожая текущего года, сырая",24 кКал,"1,21 г","0,18 г","3,07 г"
Овощи_и_зелень,"Капуста белокочанная, вареная, без соли",23 кКал,"1,27 г","0,06 г","3,61 г"
Овощи_и_зелень,"Капуста белокочанная, вареная, с солью",23 кКал,"1,27 г","0,06 г","3,61 г"
Овощи_и_зелень,"Капуста белокочанная, квашеная",23 кКал,"1,8 г","0,1 г",3 г
Овощи_и_зелень,Капуста жареная по 2-50,50 кКал,"1,8 г","2,8 г","4,2 г"
Овощи_и_зелень,Капуста запеченная по 1-256,113 кКал,"2,8 г",8 г,"7,3 г"
Овощи_и_зелень,"Капуста квашеная, консервированная",19 кКал,"0,91 г","0,14 г","1,38 г"
Овощи_и_зелень,Капуста краснокочанная,26 кКал,"0,8 г","0,2 г","5,1 г"
Овощи_и_зелень,"Капуста краснокочанная, вареная, без соли",29 кКал,"1,51 г","0,09 г","4,34 г"
Овощи_и_зелень,"Капуста краснокочанная, вареная, с солью",29 кКал,"1,51 г","0,09 г","4,34 г"
Овощи_и_зелень,"Капуста краснокочанная, сырая",31 кКал,"1,43 г","0,16 г","5,27 г"
Овощи_и_зелень,Капуста маринованная по-японски,30 кКал,"1,6 г","0,1 г","2,57 г"
Овощи_и_зелень,Капуста отварная по 1-210,24 кКал,"1,4 г","0,1 г","4,2 г"
Овощи_и_зелень,"Капуста пекинская, приготовленная",12 кКал,"1,1 г","0,17 г","2,23 г"
Овощи_и_зелень,Капуста припущенная по 1-218,37 кКал,"1,7 г","1,5 г",4 г
Овощи_и_зелень,Капуста тушеная по 1-220,75 кКал,2 г,"3,3 г","9,2 г"
Овощи_и_зелень,Капустные котлеты по 1-236,153 кКал,"4,2 г","8,2 г","15,3 г"
Овощи_и_зелень,Картофель,77 кКал,2 г,"0,4 г","16,3 г"
Овощи_и_зелень,"Картофель белый неочищенный, печеный",92 кКал,"2,1 г","0,15 г","18,98 г"
Овощи_и_зелень,"Картофель белый неочищенный, сырой",69 кКал,"1,68 г","0,1 г","13,31 г"
Овощи_и_зелень,"Картофель дольками, замороженный",129 кКал,"2,7 г","2,2 г","23,46 г"
Овощи_и_зелень,Картофель жареный брусочками по 1-230,192 кКал,"2,8 г","9,6 г","23,5 г"
Овощи_и_зелень,Картофель жареный во фритюре по 1-230 (картофель фри),276 кКал,"3,8 г","15,5 г","30,1 г"
Овощи_и_зелень,Картофель жареный ломтиками (из отварного) по 1-230,161 кКал,"2,3 г","8,6 г","18,6 г"
Овощи_и_зелень,"Картофель красный неочищенный, печеный",87 кКал,"2,3 г","0,15 г","17,79 г"
Овощи_и_зелень,"Картофель красный неочищенный, сырой",70 кКал,"1,89 г","0,14 г","14,2 г"
Овощи_и_зелень,"Картофель красный, запечённый с кожурой",87 кКал,"2,3 г","0,15 г","17,79 г"
Овощи_и_зелень,"Картофель неочищенный, сырой",77 кКал,"2,05 г","0,09 г","15,39 г"
Овощи_и_зелень,Картофель О'Брайен (с болгарским перцем) домашнего приготовления,81 кКал,"2,35 г","1,28 г","15,47 г"
Овощи_и_зелень,"Картофель О'Брайен, замороженный, неприготовленный",76 кКал,"1,83 г","0,14 г","15,57 г"
Овощи_и_зелень,"Картофель О'Брайен, замороженный, приготовленный",204 кКал,"2,22 г","13,21 г","20,16 г"
Овощи_и_зелень,"Картофель отваренный в кожуре (в мундире), без соли",87 кКал,"1,87 г","0,1 г","18,33 г"
Овощи_и_зелень,"Картофель отваренный в кожуре (в мундире), кожура с солью",78 кКал,"2,86 г","0,1 г","13,9 г"
Овощи_и_зелень,"Картофель отваренный в кожуре (в мундире), кожура, без добавления соли",78 кКал,"2,86 г","0,1 г","13,91 г"
Овощи_и_зелень,"Картофель отваренный в кожуре (в мундире), с солью",87 кКал,"1,87 г","0,1 г","18,13 г"
Овощи_и_зелень,Картофель отварной без соли,86 кКал,"1,71 г","0,1 г","18,21 г"
Овощи_и_зелень,Картофель отварной по 1-206,75 кКал,2 г,"0,4 г","15,8 г"
Овощи_и_зелень,Картофель отварной с солью,86 кКал,"1,71 г","0,1 г","18,01 г"
Овощи_и_зелень,"Картофель печеный, кожура, без соли",198 кКал,"4,29 г","0,1 г","38,16 г"
Овощи_и_зелень,"Картофель печеный, с солью",93 кКал,"1,96 г","0,1 г","20,05 г"
Овощи_и_зелень,"Картофель печеный, сердцевина и кожура, с солью",93 кКал,"2,5 г","0,13 г","18,95 г"
Овощи_и_зелень,"Картофель печеный, сердцевина с кожурой, без соли",93 кКал,"2,5 г","0,13 г","18,95 г"
Овощи_и_зелень,"Картофель печеный, сердцевина, без соли",93 кКал,"1,96 г","0,1 г","20,05 г"
Овощи_и_зелень,"Картофель по-селянски, замороженный, неприготовленный",153 кКал,"2,42 г","5,78 г","20,98 г"
Овощи_и_зелень,"Картофель по-селянски, замороженный, приготовленный без соли, после приготовления в духовке",218 кКал,"3,44 г","8,2 г","30,83 г"
Овощи_и_зелень,"Картофель по-селянски, замороженный, приготовленный с солью, после приготовление в духовке",218 кКал,"3,44 г","8,2 г","30,83 г"
Овощи_и_зелень,Картофель сорта Рассет,79 кКал,"2,14 г","0,08 г","16,77 г"
Овощи_и_зелень,"Картофель сорта Рассет, печеный, сердцевина с кожурой",95 кКал,"2,63 г","0,13 г","19,14 г"
Овощи_и_зелень,Картофель сушеный,317 кКал,"6,6 г","0,3 г","71,6 г"
Овощи_и_зелень,Картофель-пюре домашнего приготовления с добавлением молока и маргарина,113 кКал,"1,96 г","4,2 г","15,44 г"
Овощи_и_зелень,"Картофель-пюре сушеный (дегидрированный), в гранулах не содерщих молока, в сухой форме",372 кКал,"8,22 г","0,54 г","78,41 г"
Овощи_и_зелень,"Картофель-пюре сушеный (дегидрированный), в гранулах содерщих молоко, в сухой форме",357 кКал,"10,9 г","1,1 г","71,1 г"
Овощи_и_зелень,"Картофель-пюре сушеный (дегидрированный), приготовленный из гранул не содержащих молока,  с добавлением молока и масла по завершению приготовления",108 кКал,"2,05 г","4,96 г","12,16 г"
Овощи_и_зелень,"Картофель-пюре сушеный (дегидрированный), приготовленный из гранул содержащих молоко, с добавлением воды и маргарина по завершению приготовления",116 кКал,"2,13 г","4,8 г","14,83 г"
Овощи_и_зелень,"Картофель-пюре сушеный (дегидрированный), приготовленный из хлопьев не содержащих молока, с добавлением молока и масла по завершению приготовления",97 кКал,"1,77 г","5,13 г","10,07 г"
Овощи_и_зелень,"Картофель-пюре, приготовленный из гранул не содержащих молоко, в конце приготовления  добавлены молоко и маргарин",108 кКал,"2,05 г","4,93 г","12,2 г"
Овощи_и_зелень,"Картофель-пюре, приготовленный из хлопьев не содержащих молоко, в конце приготовления  добавлены молоко и маргарин",113 кКал,"1,9 г","5,6 г","12,72 г"
Овощи_и_зелень,"Картофель-фри всех типов, без добавления соли в процессе жарки, замороженный, до готовки (в сыром виде)",147 кКал,"2,24 г","4,66 г","22,91 г"
Овощи_и_зелень,"Картофель-фри всех типов, без добавления соли в процессе жарки, замороженный, после приготовление в духовке",168 кКал,"2,66 г","5,22 г","26,11 г"
Овощи_и_зелень,"Картофель-фри всех типов, с добавлением соли, замороженный, домашнего приготовления, после приготовления в духовке",158 кКал,"2,75 г","5,48 г","23,55 г"
Овощи_и_зелень,"Картофель-фри всех типов, с добавлением соли, замороженный, неприготовленный",147 кКал,"2,24 г","4,66 г","22,91 г"
