Type,Продукт,Калорийность,Белки,Жиры,Углеводы
Десерты,Шоколадное мороженое,"268,7 кКал","4,4 г","15,8 г","29,1 г"
Десерты,Шоколадный крем,"272,4 кКал","3,8 г","12,7 г","38,1 г"
Десерты,Шоколадный пудинг,"192,4 кКал","4,5 г","9,3 г","24,2 г"
Десерты,Шоколадный соус,"139,9 кКал","2,8 г","7,7 г",16 г
Десерты,Шульо мелна (блины овсяные - марийское национальное блюдо),"195,4 кКал","5,5 г","10,5 г",21 г
Десерты,Яблоки в грильяже,"146,1 кКал","0,3 г","2,8 г","31,9 г"
Десерты,Яблоки в желе,"111,1 кКал",3 г,"3,4 г","18,3 г"
Десерты,Яблоки печеные,"65,8 кКал","0,6 г","1,4 г","13,6 г"
Десерты,Яблоки печеные,"169,1 кКал","0,5 г","0,4 г","43,6 г"
Десерты,Яблоки печеные с брусникой,"105,8 кКал","0,3 г","0,3 г","27,2 г"
Десерты,Яблоки со взбитыми сливками,"113,9 кКал","1,9 г",5 г,"16,4 г"
Десерты,"Яблоки, фаршированные морковью","78,4 кКал","0,8 г","2,8 г","13,4 г"
Десерты,Яблочно-сливочный соус,"97,1 кКал","1,2 г","6,1 г","10,1 г"
Десерты,Яблочный крем,"112,8 кКал","0,6 г","4,7 г","18,2 г"
Десерты,Ягодный мусс,167 кКал,"1,2 г","0,8 г","41,2 г"
Десерты,Яичный мусс,"142,3 кКал","5,9 г","3,5 г","23,4 г"
