Type,Продукт,Калорийность,Белки,Жиры,Углеводы
Бондюэль,"Свекла в Кубиках ""на Пару"" [Бондюэль]",41 кКал,"0,9 г",0 г,"8,1 г"
Бондюэль,Свекла в кубиках в кисло-сладком маринаде [Бондюэль],30 кКал,"0,8 г","0,1 г","6,5 г"
Бондюэль,Сладкая Кукуруза в Овощном Салате Мексиканский [Бондюэль],81 кКал,"3,4 г","1,5 г","11,4 г"
Бондюэль,Смесь для Жарки Средиземноморская [Бондюэль],83 кКал,"1,8 г","3,7 г","9,1 г"
Бондюэль,Спаржа зелёная целая [Бондюэль],24 кКал,"0,6 г","1,3 г","2,6 г"
Бондюэль,Трио-aссорти из сладкого перца [Бондюэль],25 кКал,"1,1 г","0,2 г","4,8 г"
Бондюэль,Турецкий горох Нут [Бондюэль],127 кКал,"6,3 г","3,2 г","18,3 г"
Бондюэль,Фасоль Белая Классическая [Бондюэль],87 кКал,"5,3 г","0,2 г",16 г
Бондюэль,Фасоль Белая Классическая [Бондюэль],87 кКал,"5,3 г","0,2 г",16 г
Бондюэль,Фасоль Белая на Пару [Бондюэль],91 кКал,"6,6 г",1 г,"10,4 г"
Бондюэль,Фасоль Зелёная Тонкая на Пару [Бондюэль],31 кКал,"1,7 г","0,3 г","3,7 г"
Бондюэль,Фасоль Красная Классическая [Бондюэль],87 кКал,"5,3 г","0,2 г",16 г
Бондюэль,Фасоль Красная на Пару [Бондюэль],111 кКал,"8,3 г",0 г,"15,2 г"
Бондюэль,Фасоль Стручковая Зеленая Нарезанная [Бондюэль],30 кКал,4 г,"0,3 г",4 г
Бондюэль,Фасулье [Бондюэль],44 кКал,"2,2 г","0,4 г",7 г
Бондюэль,Царская Овощная Смесь [Бондюэль],33 кКал,"2,2 г","0,2 г","5,7 г"
Бондюэль,Цветная Капуста [Бондюэль],23 кКал,"2,2 г","0,1 г",5 г
Бондюэль,Цветная капуста замороженная [Бондюэль],14 кКал,"1,6 г","0,2 г","3,9 г"
Бондюэль,Чечевица консервированная [Бондюэль],110 кКал,"8,6 г","0,6 г","17,5 г"
Бондюэль,Чечевица на Пару [Бондюэль],107 кКал,"8,5 г","0,7 г","14,2 г"
Бондюэль,Шампиньоны [Бондюэль],49 кКал,"2,6 г","0,5 г","6,8 г"
Бондюэль,Шампиньоны Маринованные [Бондюэль],47 кКал,"2,3 г","0,5 г","7,2 г"
Бондюэль,Шампиньоны по-Нормандски [Бондюэль],69 кКал,2 г,"4,9 г","2,5 г"
Бондюэль,Шампиньоны Резаные [Бондюэль],19 кКал,"2,2 г","0,4 г","0,6 г"
Бондюэль,Шампиньоны резаные замороженные [Бондюэль],22 кКал,"2,4 г",0 г,"3,7 г"
Бондюэль,Шампиньоны Целые [Бондюэль],16 кКал,"2,3 г","0,5 г","0,5 г"
Бондюэль,Шпинат в листьях [Бондюэль],30 кКал,"3,6 г","0,5 г","2,7 г"
Бондюэль,Шпинат в листьях консервированный [Бондюэль],22 кКал,"2,8 г","0,4 г","1,8 г"
Бондюэль,Шпинат в листьях порционный [Бондюэль],27 кКал,"3,7 г","0,5 г",2 г
Бондюэль,Шпинат рубленый в галетах [Бондюэль],27 кКал,"2,8 г","0,7 г","2,5 г"
